LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_next_month,delay_count,max_delay,avg_delay,recent_delay,severe_delay_count,total_bill_amt,avg_bill_amt,max_bill_amt,bill_trend,total_pay_amt,avg_pay_amt,max_pay_amt,payment_to_bill_ratio,utilization_proxy
70000,2,3,1,57,0,0,0,0,0,0,67864,65062,66447,49103,45830,46769,2620,2730,1936,1700,1700,2000,0,0,0,0.0,0,0,341075,56845.833333333336,67864,21095,12686,2114.3333333333335,2730,0.037194056456625504,0.8120717323085861
30000,2,2,2,37,3,2,2,0,0,0,29657,30320,28991,29066,29340,30786,1763,0,1178,1223,2435,1200,1,3,3,1.1666666666666667,1,3,178160,29693.333333333332,30786,-1129,7799,1299.8333333333333,2435,0.04377501248870404,0.9897447862849016
130000,2,3,2,53,-1,-1,-1,-1,-1,-1,11085,45677,27951,17255,10400,18776,45697,27951,17307,10400,18776,2944,0,0,0,0.0,0,0,131144,21857.333333333332,45677,-7691,123075,20512.5,45697,0.9384650577604942,0.16813204000994864
140000,2,2,1,25,0,0,0,0,0,0,81960,81757,83046,84034,77659,77180,3005,3000,3000,3000,3000,5000,0,0,0,0.0,0,0,485636,80939.33333333333,84034,4780,20005,3334.1666666666665,5000,0.04119331928992231,0.5781339657097687
20000,1,2,2,32,0,0,-1,0,0,0,4485,4843,15992,14897,12792,10042,1000,16000,600,1000,500,0,0,0,0,0.0,0,0,63051,10508.5,15992,-5557,19100,3183.3333333333335,16000,0.3029245701960287,0.5253987300634968
150000,2,1,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.16666666666666666,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0
50000,2,2,2,26,0,0,-2,-2,-2,-2,4136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,4136,689.3333333333334,4136,4136,0,0.0,0,0.0,0.01378639093884789
90000,1,2,1,29,1,1,1,0,0,0,41073,43480,73960,2442,48063,48186,3100,1000,770,48012,1756,1894,0,3,1,0.5,1,0,257204,42867.333333333336,73960,-7113,56532,9422.0,48012,0.21979354989210942,0.4762984114991315
170000,2,3,1,37,0,0,0,0,0,0,158920,164353,167455,99297,59888,44262,8000,7000,5000,5000,5000,20000,0,0,0,0.0,0,0,694175,115695.83333333333,167455,114658,50000,8333.333333333334,20000,0.07202784308302217,0.6805597221977125
70000,1,1,2,30,2,2,0,0,0,0,34985,34146,35271,35986,36905,37641,0,2000,1300,1500,1500,1576,1,2,2,0.6666666666666666,1,2,214934,35822.333333333336,37641,-2656,7876,1312.6666666666667,2000,0.03664363644822853,0.5117403084717838
200000,2,1,2,43,-2,-2,-2,-2,-2,-2,830,-6,-6,657,2088,150,0,0,663,2088,150,594,0,0,0,0.0,0,0,3713,618.8333333333334,2088,680,3495,582.5,2088,0.9410339256865913,0.0030941511959106873
200000,1,1,1,42,0,-1,0,0,-1,-1,19318,19067,17858,326,326,326,19067,5000,0,326,326,326,0,0,0,0.0,0,0,57221,9536.833333333334,19318,18992,25045,4174.166666666667,19067,0.4376813113837335,0.047683928247025435
20000,1,2,1,40,1,2,0,0,0,0,20498,19692,20498,19898,19906,18586,0,1600,0,398,0,0,1,2,2,0.5,1,1,119078,19846.333333333332,20498,1912,1998,333.0,1600,0.016778777114352657,0.9922670533140009
200000,1,2,1,41,0,0,0,0,0,0,96910,92934,99528,100341,102585,108567,10000,7004,5000,5003,7345,7000,0,0,0,0.0,0,0,600865,100144.16666666667,108567,-11657,41352,6892.0,10000,0.06882066883464866,0.5007183297416846
170000,1,2,2,26,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
130000,1,1,2,25,1,-2,-2,-2,-2,-2,-2000,-2000,-2000,-2000,-2000,-2000,0,0,0,0,0,0,1,1,1,0.16666666666666666,1,0,-12000,-2000.0,-2000,0,0,0.0,0,0.0,-0.015384497042330443
100000,2,1,2,27,0,0,0,0,2,0,90118,88435,90147,94425,92853,93816,4110,4101,6623,0,3503,3360,0,1,2,0.3333333333333333,0,1,549794,91632.33333333333,94425,-3698,21697,3616.1666666666665,6623,0.03946380014368992,0.9163141701916314
180000,1,2,2,31,0,0,0,2,0,0,28566,32876,39120,38339,42679,46953,5000,7000,0,5000,5000,5000,0,1,2,0.3333333333333333,0,1,228533,38088.833333333336,46953,-18387,27000,4500.0,7000,0.11814434613667989,0.2116034540548849
230000,2,3,2,26,-2,-1,0,0,0,0,1200,990,9079,11186,10159,11734,990,8089,2186,1159,1734,1200,0,0,0,0.0,0,0,44348,7391.333333333333,11734,-10534,15358,2559.6666666666665,8089,0.34629867640758527,0.03213609216191814
20000,1,3,2,50,-1,-1,-1,-1,-1,0,2191,1140,12656,1693,303,12303,1140,12656,1700,500,12000,0,0,0,0,0.0,0,0,30286,5047.666666666667,12656,-10112,27996,4666.0,12656,0.924356984844983,0.2523707147975935
500000,2,1,1,35,0,0,0,0,0,0,35176,36193,44157,48322,21593,13866,2504,10004,5178,1047,2019,1004,1,0,0,0.0,0,0,199307,33217.833333333336,48322,21310,21756,3626.0,10004,0.10915768559214883,0.06643553379559908
150000,2,1,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.16666666666666666,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0
80000,2,3,2,40,3,2,2,2,2,2,38503,40118,41199,42264,43083,43471,2500,2000,2000,1600,1200,2000,1,6,3,2.1666666666666665,1,6,248638,41439.666666666664,43471,-4968,11300,1883.3333333333333,2500,0.04544741573124088,0.5179893584663525
230000,1,2,1,29,0,0,0,0,0,0,56171,60250,63574,71941,75882,75619,5000,5000,10000,5000,5000,5000,0,0,0,0.0,0,0,403437,67239.5,75882,-19448,35000,5833.333333333333,10000,0.08675434639275428,0.2923443811113865
80000,1,1,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.16666666666666666,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0
230000,2,2,2,24,0,0,0,0,0,0,24973,24974,25566,23427,28229,31355,5000,5000,2100,5229,3355,4598,0,0,0,0.0,0,0,158524,26420.666666666668,31355,-6382,25282,4213.666666666667,5229,0.15948273143037375,0.1148719643247928
50000,2,2,2,49,2,0,-1,-1,-1,0,38947,37799,3,18080,12227,13296,2000,1000,19000,12500,2000,2000,1,1,2,0.3333333333333333,1,1,120352,20058.666666666668,38947,25651,38500,6416.666666666667,19000,0.31989231676817365,0.4011653100271328
50000,1,2,2,35,0,0,0,0,0,0,48813,50789,49624,19880,20431,19559,5000,23000,838,1000,1000,1000,0,0,0,0.0,0,0,209096,34849.333333333336,50789,29254,31838,5306.333333333333,23000,0.15226426012807454,0.6969727272121224
10000,2,1,2,25,1,3,2,0,0,0,10438,10130,9738,9178,8398,0,0,0,0,0,0,0,0,3,3,1.0,1,2,47882,7980.333333333333,10438,10438,0,0.0,0,0.0,0.7979535379795354
140000,1,2,2,34,2,2,2,2,2,2,135949,130625,117392,111478,109353,97612,8408,3500,3500,3600,0,3600,0,6,2,2.0,1,6,702409,117068.16666666667,135949,38337,22608,3768.0,8408,0.03218632992127105,0.8361952176532073
50000,1,2,2,42,0,0,0,0,0,0,39236,39729,27068,28604,28199,58428,2094,1451,1987,1039,1500,1200,1,0,0,0.0,0,0,221264,36877.333333333336,58428,-19192,9271,1545.1666666666667,2094,0.04189998418186338,0.7375319160283461
180000,1,3,2,28,0,0,0,0,0,0,129719,133702,133758,80055,69672,33194,6070,3521,5000,5000,5004,5029,0,0,0,0.0,0,0,580100,96683.33333333333,133758,96525,29624,4937.333333333333,6070,0.05106696937257477,0.5371266455927096
360000,1,1,2,65,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.16666666666666666,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0
580000,1,3,1,67,2,2,3,3,4,6,453985,470915,471175,486776,503914,527711,25704,9464,25065,25703,33000,215,0,6,6,3.3333333333333335,1,6,2914476,485746.0,527711,-73726,119151,19858.5,33000,0.040882463646136166,0.8374916594971388
310000,2,1,1,43,-2,-2,-2,-2,-2,-2,14619,1881,13750,9837,7785,14460,12484,13961,9838,7785,14460,14195,0,0,0,0.0,0,0,62332,10388.666666666666,14619,159,72723,12120.5,14460,1.166685383344296,0.03351171985466713
20000,1,3,2,52,0,0,2,0,0,0,16735,20373,12071,12567,13949,14318,4008,0,1000,1600,600,532,0,1,2,0.3333333333333333,0,1,90013,15002.166666666666,20373,2417,7740,1290.0,4008,0.08598662430288621,0.7500708297918437
180000,2,1,2,43,-2,-1,-1,-1,0,-1,8657,6847,18762,22928,3129,2398,6847,18762,22928,0,2398,23149,0,0,0,0.0,0,0,62721,10453.5,22928,6259,74084,12347.333333333334,23149,1.1811485603137655,0.05807467736290354
60000,2,1,2,24,0,0,0,0,0,0,15050,16203,16891,15474,14612,16354,2000,1300,2000,1000,2000,1000,0,0,0,0.0,0,0,94584,15764.0,16891,-1304,9300,1550.0,2000,0.09832425860337263,0.26272895451742473
40000,2,3,1,59,0,0,0,0,0,2,14769,15271,15383,14548,16274,15650,1573,1512,504,2770,613,14,0,1,2,0.3333333333333333,0,1,91895,15315.833333333334,16274,-881,6986,1164.3333333333333,2770,0.07602071907373553,0.3828862611768039
140000,2,2,1,34,0,0,2,0,0,0,121374,125965,102527,103337,105942,101830,8200,3000,4000,4500,4000,4200,0,1,2,0.3333333333333333,0,1,660975,110162.5,125965,19544,27900,4650.0,8200,0.04221030718210646,0.7868693795044321
220000,1,2,1,32,0,-1,-1,-1,-1,-1,8000,8288,8000,0,8000,0,8288,8000,0,8000,0,0,0,0,0,0.0,0,0,32288,5381.333333333333,8288,8000,24288,4048.0,8288,0.7522066338381492,0.02446049487653844
10000,1,2,2,22,0,0,0,0,0,0,8602,8728,9721,9609,9503,9771,1158,1151,339,344,425,195,1,0,0,0.0,0,0,55934,9322.333333333334,9771,-1169,3612,602.0,1158,0.0645749530705283,0.9321401193214013
20000,1,1,1,52,0,-1,-1,-1,0,-1,19965,390,390,780,780,10400,390,390,780,0,10400,0,0,0,0,0.0,0,0,32705,5450.833333333333,19965,9565,11960,1993.3333333333333,10400,0.3656821378340366,0.27252804026465344
50000,2,1,2,23,-1,0,0,0,0,0,15036,15790,18202,18601,19138,18319,1300,2701,700,847,655,700,0,0,0,0.0,0,0,105086,17514.333333333332,19138,-3283,6903,1150.5,2701,0.0656884295869137,0.35027966107344516
50000,2,2,2,33,2,0,0,0,0,0,27752,28787,29800,30393,31031,33020,1487,1500,1081,1121,2500,0,1,1,2,0.3333333333333333,1,1,180783,30130.5,33020,-5268,7689,1281.5,2500,0.04253141870962032,0.6025979480410392
320000,2,2,2,35,0,0,0,0,0,0,98697,100572,103621,103720,100136,102167,3891,5240,3616,3770,4264,3345,0,0,0,0.0,0,0,608913,101485.5,103720,-3470,24126,4021.0,5240,0.039621358681193077,0.31714119643376115
20000,1,2,2,34,-2,-2,-2,-2,-2,-2,2199,1530,750,2280,1500,780,1530,750,1140,3000,780,0,0,0,0,0.0,0,0,9039,1506.5,2280,1419,7200,1200.0,3000,0.7964601769911505,0.07532123393830309
50000,1,2,1,40,0,0,0,0,0,0,48219,48978,49257,19641,20053,19613,2037,2316,690,715,718,690,0,0,0,0.0,0,0,205761,34293.5,49257,28606,7166,1194.3333333333333,2316,0.03482664437554067,0.6858562828743425
340000,1,1,1,49,-1,-1,-1,-2,-1,2,1960,1052,6730,1346,3684,745,1228,7270,2000,4325,0,11271,0,1,2,0.3333333333333333,0,1,15517,2586.1666666666665,6730,1215,26094,4349.0,11271,1.681531125144993,0.007606350177401439
360000,2,2,1,32,1,-2,-2,-2,-2,-2,-301,-301,-301,-301,-301,-301,0,0,0,0,0,0,1,1,1,0.16666666666666666,1,0,-1806,-301.0,-301,0,0,0.0,0,0.0,-0.0008361087885866983
300000,2,2,1,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.16666666666666666,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0
40000,2,2,2,26,0,0,0,0,2,2,31475,32663,33813,34952,36447,35515,2000,2000,2000,2500,0,1500,0,2,2,0.6666666666666666,0,2,204865,34144.166666666664,36447,-4040,10000,1666.6666666666667,2500,0.048812394443197016,0.8535828270959892
150000,1,1,1,51,0,0,2,0,0,0,128968,138260,134573,136026,97517,47027,12900,0,5399,4224,1830,1889,0,1,2,0.3333333333333333,0,1,682371,113728.5,138260,81941,26242,4373.666666666667,12900,0.03845702930366428,0.7581849454336971
20000,2,2,2,40,2,2,0,0,0,3,18278,17696,19008,19083,21871,21236,0,1612,687,3100,0,0,1,3,3,1.1666666666666667,1,3,117172,19528.666666666668,21871,-2958,5399,899.8333333333334,3100,0.04607716794824746,0.976384514107628
30000,2,3,1,35,1,-2,-1,0,0,-1,-5,-5,2605,893,895,2328,0,2610,18,2,2333,1,0,1,1,0.16666666666666666,1,0,6711,1118.5,2605,-2333,4964,827.3333333333334,2610,0.7395709177592372,0.0372820905969801
80000,2,2,1,27,-2,-2,-2,-2,-2,-2,390,0,780,0,0,0,390,780,0,0,0,0,0,0,0,0.0,0,0,1170,195.0,780,390,1170,195.0,780,0.9991460290350128,0.0024374695316308546
390000,2,3,1,38,-2,-2,-2,-2,-1,-1,241,0,0,0,739,0,0,0,0,739,0,0,1,0,0,0.0,0,0,980,163.33333333333334,739,241,739,123.16666666666667,739,0.7533129459734964,0.00041880234495125226
20000,2,2,2,22,1,2,2,2,2,2,5613,5377,6920,6911,6655,7191,0,1638,251,0,647,0,1,6,2,1.8333333333333333,1,5,38667,6444.5,7191,-1578,2536,422.6666666666667,1638,0.06558394538119375,0.32220888955552224
200000,1,2,1,42,0,0,0,0,0,0,68670,69702,70015,72073,71690,73661,4000,4000,5000,2563,5000,5000,1,0,0,0.0,0,0,425811,70968.5,73661,-4991,25563,4260.5,5000,0.06003353592665308,0.354840725796371
80000,2,3,1,35,0,0,0,0,0,0,49544,50418,51810,28964,13059,13488,1970,2355,1500,1000,646,2000,0,0,0,0.0,0,0,207283,34547.166666666664,51810,36056,9471,1578.5,2355,0.04569093610698365,0.4318341854060157
50000,2,2,1,36,2,0,0,0,0,0,50922,50367,41627,42297,43031,45837,1715,1991,1661,1566,3526,0,1,1,2,0.3333333333333333,1,1,274081,45680.166666666664,50922,5085,10459,1743.1666666666667,3526,0.03816011266701206,0.9135850616321006
230000,2,2,1,38,0,0,0,0,0,0,10906,9692,9162,10466,9426,8099,1364,1393,2003,1000,1000,500,0,0,0,0.0,0,0,57751,9625.166666666666,10906,2807,7260,1210.0,2003,0.12570993212356282,0.04184836877520822
190000,2,2,2,31,0,0,0,0,0,0,147586,155228,160588,162241,165794,168951,10000,7891,5743,6102,6000,6307,0,0,0,0.0,0,0,960388,160064.66666666666,168951,-21365,42043,7007.166666666667,10000,0.043777052840047105,0.8424411801341396
260000,1,3,1,36,-1,0,0,0,0,0,154462,153799,77156,73658,70273,67100,7425,2795,2779,2947,3400,5000,0,0,0,0.0,0,0,596448,99408.0,154462,87362,24346,4057.6666666666665,7425,0.04081824263264755,0.38233699101157304
100000,2,1,1,39,-1,-1,-1,-1,-1,-1,29449,55139,34181,12592,71340,32453,55139,34181,12592,71340,32453,37035,0,0,0,0.0,0,0,235154,39192.333333333336,71340,-3004,242740,40456.666666666664,71340,1.0322553209585168,0.39191941413919196
140000,1,2,2,41,0,0,0,0,0,0,132758,83498,84837,85663,79852,81090,4002,3900,3000,2892,3059,3003,0,0,0,0.0,0,0,547698,91283.0,132758,51668,19856,3309.3333333333335,4002,0.036253489599214164,0.6520167713087763
20000,2,2,1,42,2,0,0,0,0,0,12426,13143,14152,14435,14802,15256,1225,1234,517,600,700,710,1,1,2,0.3333333333333333,1,1,84214,14035.666666666666,15256,-2830,4986,831.0,1234,0.05920560470225019,0.7017482459210372
80000,1,2,2,30,0,0,0,0,0,0,69392,64149,53200,29707,28427,10072,3046,1874,2000,1000,1000,199,0,0,0,0.0,0,0,254947,42491.166666666664,69392,59320,9119,1519.8333333333333,3046,0.03576807819633808,0.5311329441715311
360000,1,1,2,32,0,0,0,0,-1,-1,304907,309972,315730,113412,2500,0,12557,13738,5053,2500,0,0,0,0,0,0.0,0,0,1046521,174420.16666666666,315730,304907,33848,5641.333333333333,13738,0.03234332388616771,0.484499117132082
70000,1,2,2,31,0,0,0,0,2,0,46079,47232,48618,51134,50222,48874,2200,2500,3600,0,1754,1892,1,1,2,0.3333333333333333,0,1,292159,48693.166666666664,51134,-2795,11946,1991.0,3600,0.04088855421686747,0.6956067294276748
30000,2,2,1,24,2,2,0,0,0,0,31214,28983,28301,31072,24147,4007,0,1400,3561,483,80,0,1,2,2,0.6666666666666666,1,2,147724,24620.666666666668,31214,27207,5524,920.6666666666666,3561,0.037393806058554746,0.8206615335044388
500000,2,1,1,39,0,0,0,0,0,0,358020,360047,369045,382231,204593,211655,15000,15000,20000,10000,10000,10000,0,0,0,0.0,0,0,1885591,314265.1666666667,382231,146365,80000,13333.333333333334,20000,0.04242699375050382,0.6285290762751808
320000,2,2,2,30,2,-1,-1,-1,-1,-1,416,416,416,416,1829,1833,416,416,416,1829,1833,2148,0,1,2,0.3333333333333333,1,1,5326,887.6666666666666,1833,-1417,7058,1176.3333333333333,2148,1.3249483761967336,0.002773949664740631
500000,2,1,1,34,0,0,0,0,0,0,32715,60927,76088,110294,108964,103548,30007,30000,50000,5000,5000,30000,0,0,0,0.0,0,0,492536,82089.33333333333,110294,-70833,150007,25001.166666666668,50000,0.30455986047748695,0.16417833830999004
240000,2,1,1,27,1,-2,-1,-1,0,0,0,0,402,14350,14129,10222,0,402,14350,1129,1222,204,0,1,1,0.16666666666666666,1,0,39103,6517.166666666667,14350,-10222,17307,2884.5,14350,0.4425889934533552,0.02715474796632792
50000,2,1,2,25,-1,-1,-1,-1,-1,-1,574,801,686,527,312,442,801,686,527,312,442,8016,0,0,0,0.0,0,0,3342,557.0,801,132,10784,1797.3333333333333,8016,3.225845049356865,0.01113977720445591
120000,2,2,1,39,0,0,0,0,0,0,31611,32264,32786,33018,27114,26287,1562,1500,1059,988,922,826,0,0,0,0.0,0,0,183080,30513.333333333332,33018,5324,6857,1142.8333333333333,1562,0.03745336763509048,0.2542756588139543
250000,2,1,2,32,0,0,0,0,0,0,26465,30762,32833,34055,34321,23166,5000,3000,2500,1000,3050,4000,0,0,0,0.0,0,0,181602,30267.0,34321,3299,18550,3091.6666666666665,5000,0.1021458896604131,0.12106751572993708
180000,2,2,1,39,0,0,0,0,0,0,65710,58159,60188,61090,62450,63911,2500,3000,2500,2500,2500,3000,0,0,0,0.0,0,0,371508,61918.0,65710,1799,16000,2666.6666666666665,3000,0.04306759728566468,0.34398697785012305
10000,2,2,2,22,-1,-1,-1,-1,0,-1,5208,654,9954,9719,6547,654,654,9954,9919,0,654,264,0,0,0,0.0,0,0,32736,5456.0,9954,4554,21445,3574.1666666666665,9954,0.6550691877691909,0.5455454454554545
200000,2,3,1,53,0,0,0,0,0,0,98426,91948,17042,10075,5107,7789,52306,1000,212,102,7786,4000,0,0,0,0.0,0,0,230387,38397.833333333336,98426,90637,65406,10901.0,52306,0.2838949945309652,0.19198820672563305
120000,2,1,2,29,-1,-1,-1,-1,-1,-1,380,380,380,380,380,380,380,380,380,380,380,2880,0,0,0,0.0,0,0,2280,380.0,380,0,4780,796.6666666666666,2880,2.095572117492328,0.0031666402779976835
230000,1,2,1,38,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,0,0,0,0.0,0,0,1956,326.0,326,0,1956,326.0,326,0.9994890137966275,0.0014173851418037313
330000,2,1,1,36,1,-2,-2,-1,-1,-1,0,0,0,1983,0,207,0,0,1983,0,207,49974,0,1,1,0.16666666666666666,1,0,2190,365.0,1983,-207,52164,8694.0,49974,23.808306709265175,0.0011060572543719564
50000,2,2,2,28,0,0,0,0,0,0,28457,29491,30508,31599,32262,32904,1492,1509,1600,1170,1177,1217,1,0,0,0.0,0,0,185221,30870.166666666668,32904,-4447,8165,1360.8333333333333,1600,0.04408223645139346,0.617390985513623
130000,1,2,2,32,0,0,-2,-2,-2,-2,27495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,27495,4582.5,27495,27495,0,0.0,0,0.0,0.03524972884823963
110000,1,2,2,26,2,2,2,2,2,2,58112,56620,60732,61938,63097,64492,0,5700,2800,2300,2600,2300,1,6,2,2.0,1,6,364991,60831.833333333336,64492,-6380,15700,2616.6666666666665,5700,0.04301464141679818,0.5530116392881277
30000,2,3,2,40,-1,0,0,-1,2,2,2208,7808,0,196,46,5346,7006,0,196,0,5300,0,0,2,2,0.6666666666666666,0,2,15604,2600.6666666666665,7808,-3138,12502,2083.6666666666665,7006,0.8011534764498558,0.08668599935557703
120000,2,1,2,25,0,0,-1,0,0,-1,8676,10599,5814,4426,3038,5184,5000,5814,0,0,5184,7048,0,0,0,0.0,0,0,37737,6289.5,10599,3492,23046,3841.0,7048,0.6106841910011129,0.052412063232806394
120000,2,1,2,28,-2,-1,-1,-1,0,0,398,954,0,170,170,0,958,0,170,0,0,0,0,0,0,0.0,0,0,1692,282.0,954,398,1128,188.0,958,0.6662728883638511,0.00234998041682986
210000,2,2,1,40,0,0,0,0,0,2,42820,44156,44864,45768,48204,49453,1856,1564,1468,3000,2000,2000,0,1,2,0.3333333333333333,0,1,275265,45877.5,49453,-6633,11888,1981.3333333333333,3000,0.04318731699519737,0.21846324541311707
30000,1,2,1,47,1,2,0,0,2,2,15148,14620,15322,16469,16063,17295,0,1253,1400,0,1500,0,0,4,2,1.1666666666666667,1,3,94917,15819.5,17295,-2147,4153,692.1666666666666,1500,0.04375355570071009,0.5272990900303324
50000,1,3,2,27,2,2,2,2,2,2,54529,53143,53782,50982,51740,49062,1800,3900,300,3400,0,4000,0,6,2,2.0,1,6,313238,52206.333333333336,54529,5467,13400,2233.3333333333335,4000,0.04277883660719131,1.0441057845509758
140000,2,2,2,42,-1,-1,-1,0,-1,-1,176,395,1204,700,748,-784,395,1204,0,748,0,2688,0,0,0,0.0,0,0,2439,406.5,1204,960,5035,839.1666666666666,2688,2.0635245901639343,0.0029035506889236507
140000,1,3,1,37,2,2,2,2,2,2,136184,138932,140185,136438,144979,139314,6400,5000,0,10800,0,5300,0,6,2,2.0,1,6,836032,139338.66666666666,144979,-3130,27500,4583.333333333333,10800,0.0328934384169046,0.9952690814113232
50000,1,2,1,55,0,0,0,0,0,0,50528,50541,49345,20238,18646,19034,2100,1305,1201,663,684,652,0,0,0,0.0,0,0,208332,34722.0,50541,31494,6605,1100.8333333333333,2100,0.031704050726481164,0.6944261114777704
130000,1,3,1,46,1,2,0,0,0,0,26582,25956,25144,23235,13277,13895,100,2000,1000,700,1000,2000,1,2,2,0.5,1,1,128089,21348.166666666668,26582,12687,6800,1133.3333333333333,2000,0.05308767273011164,0.16421540347125535
80000,2,2,2,30,1,2,0,0,0,0,6393,6148,7311,7303,7456,7605,0,1266,258,267,269,278,1,2,2,0.5,1,1,42216,7036.0,7605,-1212,2338,389.6666666666667,1266,0.05538053390814127,0.08794890063874201
50000,2,3,1,51,0,0,2,0,0,0,44766,48047,46640,40551,19398,0,4000,0,811,1000,0,0,0,1,2,0.3333333333333333,0,1,199402,33233.666666666664,48047,44766,5811,968.5,4000,0.02914198883667748,0.6646600401325307
100000,1,1,1,35,1,2,2,2,2,0,17365,18102,17514,20207,19745,20263,1310,0,3000,0,1000,1000,0,5,2,1.5,1,4,113196,18866.0,20263,-2898,6310,1051.6666666666667,3000,0.05574352677191092,0.18865811341886582
220000,1,2,1,48,-1,-1,-1,-1,-1,-1,61614,45669,11086,4564,6549,6413,45889,11134,4578,6593,6440,12249,0,0,0,0.0,0,0,135895,22649.166666666668,61614,55201,86883,14480.5,45889,0.6393344910814152,0.10295028961989568
260000,2,2,1,28,-1,-1,-1,0,-1,-1,711,711,5514,1989,711,8503,711,5514,0,711,8503,3011,0,0,0,0.0,0,0,18139,3023.1666666666665,8503,-7792,18450,3075.0,8503,1.0170893054024255,0.011627519381335712
320000,1,1,2,40,0,0,0,0,0,0,304702,307943,314201,319204,325758,319898,20000,12868,11721,12000,13000,11728,0,0,0,0.0,0,0,1891706,315284.3333333333,325758,-15196,81317,13552.833333333334,20000,0.04298604382179693,0.9852604627277206
80000,2,2,1,30,0,0,0,0,0,0,5123,7864,9701,8969,8529,8737,3000,2005,1013,1000,350,500,0,0,0,0.0,0,0,48923,8153.833333333333,9701,-3614,7868,1311.3333333333333,3000,0.1608208650151255,0.10192164264613358
140000,1,1,2,55,0,0,0,0,0,0,65640,66998,68201,68866,65781,66850,2800,3000,2500,2350,2400,2400,0,0,0,0.0,0,0,402336,67056.0,68866,-1210,15450,2575.0,3000,0.03840064423605087,0.4789680073713759
180000,1,2,1,26,0,0,0,2,-1,-1,175539,138825,51686,2594,171716,181693,3826,7000,0,171716,13400,0,1,1,2,0.3333333333333333,0,1,722053,120342.16666666667,181693,-6154,195942,32657.0,171716,0.271367515448983,0.668563878348824
80000,1,4,2,23,1,-1,-1,-1,0,0,-24,3032,3318,1278,2541,15452,3056,3324,1278,2003,15000,13004,0,1,1,0.16666666666666666,1,0,25597,4266.166666666667,15452,-15476,37665,6277.5,15000,1.4714040159387451,0.053326416753123926
250000,1,2,2,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.16666666666666666,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0
80000,1,1,2,33,0,0,0,0,0,0,75454,77738,77235,76835,34751,0,4100,2000,0,0,0,0,0,0,0,0.0,0,0,342013,57002.166666666664,77738,75454,6100,1016.6666666666666,4100,0.01783552720064091,0.7125181768561226
30000,1,3,1,50,0,0,0,0,0,-1,28339,24232,15626,9330,4372,1419,1681,2000,0,0,1419,12000,1,0,0,0.0,0,0,83318,13886.333333333334,28339,26920,17100,2850.0,12000,0.20523530047168112,0.46286234903281004
120000,2,2,1,26,-1,-1,-1,-1,-1,-1,13587,11433,7823,0,4913,7023,11433,7823,0,4913,7023,2176,0,0,0,0.0,0,0,44779,7463.166666666667,13587,6564,33368,5561.333333333333,11433,0.745154086645824,0.06219253728441152
120000,2,2,2,29,0,0,0,0,0,0,82064,83847,85558,86491,88136,89886,4000,4000,3250,3195,3210,4200,0,0,0,0.0,0,0,515982,85997.0,89886,-7822,21855,3642.5,4200,0.04235604661393883,0.7166356947025442
20000,1,2,1,29,2,2,2,0,0,0,8024,11718,11238,12735,14359,19076,4000,0,2000,2000,5000,0,0,3,2,1.0,1,3,77150,12858.333333333334,19076,-11052,13000,2166.6666666666665,5000,0.1685007323301059,0.6428845224405446
50000,1,2,2,40,0,0,0,0,-1,0,26566,14851,4013,2027,15090,14078,3000,1000,41,30525,477,688,0,0,0,0.0,0,0,76625,12770.833333333334,26566,12488,35731,5955.166666666667,30525,0.46630386552867176,0.25541155843549795
250000,1,2,1,50,-2,-2,-2,-1,-1,-1,390,390,390,8042,16014,5607,390,390,8042,16014,5607,390,0,0,0,0.0,0,0,30833,5138.833333333333,16014,-5217,30833,5138.833333333333,16014,0.9999675682687942,0.020555251112328882
