dataset,model_family,config_name,feature,constraint,constraint_direction,reason
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,AverageMInFile,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,NumSatisfactoryTrades,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,NumTrades60Ever2DerogPubRec,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,NumTrades90Ever2DerogPubRec,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,PercentTradesNeverDelq,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,MSinceMostRecentDelq,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,MaxDelq2PublicRecLast12M,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,MaxDelqEver,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,NumTotalTrades,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,NumTradesOpeninLast12M,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,PercentInstallTrades,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,MSinceMostRecentInqexcl7days,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,NumInqLast6M,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,NumInqLast6Mexcl7days,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,NetFractionRevolvingBurden,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,NetFractionInstallBurden,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,NumRevolvingTradesWBalance,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,NumInstallTradesWBalance,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,NumBank2NatlTradesWHighUtilization,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,PercentTradesWBalance,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,delinquency_intensity,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,trade_activity_ratio,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,recent_inquiry_pressure,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,revolving_burden_proxy,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,installment_burden_proxy,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,credit_history_length_proxy,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,negative_trade_signal,0,none,No reliable monotonic prior
heloc,Monotonic LightGBM,monotonic_lightgbm_conservative,high_utilization_signal,0,none,No reliable monotonic prior
