file_path,exists,stage,row_count,column_count,purpose,contains_train_metrics,contains_validation_metrics,contains_test_metrics,contains_rank_or_winner,contains_audit_status,safe_for_main_report,safe_for_appendix,unsafe_reason,notes
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_dropout_0_3_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_dropout_0_3_history.csv,True,Final Attempt,21,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_elu_activation_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_elu_activation_history.csv,True,Final Attempt,43,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_focal_loss_experimental_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_focal_loss_experimental_history.csv,True,Final Attempt,36,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_kmeans_smote_train_only_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_kmeans_smote_train_only_history.csv,True,Final Attempt,17,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_none_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_none_history.csv,True,Final Attempt,38,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_relu_activation_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_relu_activation_history.csv,True,Final Attempt,33,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_relu_base_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_relu_base_history.csv,True,Final Attempt,24,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_smote_tomek_train_only_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128-64_smote_tomek_train_only_history.csv,True,Final Attempt,49,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128_relu_base_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128_relu_base_history.csv,True,Final Attempt,34,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_l2_0.0001_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_l2_0.0001_history.csv,True,Final Attempt,13,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_l2_0.001_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_l2_0.001_history.csv,True,Final Attempt,33,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_l2_0_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_l2_0_history.csv,True,Final Attempt,24,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_l2_1em05_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_l2_1em05_history.csv,True,Final Attempt,29,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.0001_batch_128_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.0001_batch_128_history.csv,True,Final Attempt,18,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.0001_batch_256_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.0001_batch_256_history.csv,True,Final Attempt,31,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.0001_batch_512_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.0001_batch_512_history.csv,True,Final Attempt,75,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.0003_batch_128_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.0003_batch_128_history.csv,True,Final Attempt,13,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.0003_batch_256_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.0003_batch_256_history.csv,True,Final Attempt,17,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.0003_batch_512_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.0003_batch_512_history.csv,True,Final Attempt,23,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.001_batch_128_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.001_batch_128_history.csv,True,Final Attempt,11,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.001_batch_256_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.001_batch_256_history.csv,True,Final Attempt,17,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.001_batch_512_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_128m64_lr_0.001_batch_512_history.csv,True,Final Attempt,16,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_256-128-64_focal_dropout_0_2_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_256-128-64_focal_dropout_0_2_history.csv,True,Final Attempt,21,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_256-128-64_relu_base_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_256-128-64_relu_base_history.csv,True,Final Attempt,15,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_256-128_relu_base_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_256-128_relu_base_history.csv,True,Final Attempt,14,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_256-128_smote_tomek_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_256-128_smote_tomek_history.csv,True,Final Attempt,16,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_64_relu_base_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/heloc_mlp_64_relu_base_history.csv,True,Final Attempt,63,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64-32_relu_base_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64-32_relu_base_history.csv,True,Final Attempt,55,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_class_weight_balanced_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_class_weight_balanced_history.csv,True,Final Attempt,56,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_dropout_0_0_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_dropout_0_0_history.csv,True,Final Attempt,20,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_dropout_0_1_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_dropout_0_1_history.csv,True,Final Attempt,57,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_dropout_0_2_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_dropout_0_2_history.csv,True,Final Attempt,52,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_dropout_0_3_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_dropout_0_3_history.csv,True,Final Attempt,58,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_elu_activation_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_elu_activation_history.csv,True,Final Attempt,63,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_focal_loss_experimental_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_focal_loss_experimental_history.csv,True,Final Attempt,45,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_kmeans_smote_train_only_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_kmeans_smote_train_only_history.csv,True,Final Attempt,25,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_none_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_none_history.csv,True,Final Attempt,31,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_relu_activation_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_relu_activation_history.csv,True,Final Attempt,44,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_relu_base_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_relu_base_history.csv,True,Final Attempt,42,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_smote_tomek_train_only_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128-64_smote_tomek_train_only_history.csv,True,Final Attempt,25,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128_relu_base_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128_relu_base_history.csv,True,Final Attempt,42,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_l2_0.0001_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_l2_0.0001_history.csv,True,Final Attempt,41,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_l2_0.001_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_l2_0.001_history.csv,True,Final Attempt,55,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_l2_0_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_l2_0_history.csv,True,Final Attempt,42,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_l2_1em05_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_l2_1em05_history.csv,True,Final Attempt,55,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_lr_0.0001_batch_128_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_lr_0.0001_batch_128_history.csv,True,Final Attempt,58,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_lr_0.0001_batch_256_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_lr_0.0001_batch_256_history.csv,True,Final Attempt,54,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_lr_0.0001_batch_512_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_lr_0.0001_batch_512_history.csv,True,Final Attempt,100,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_lr_0.0003_batch_128_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_lr_0.0003_batch_128_history.csv,True,Final Attempt,32,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_lr_0.0003_batch_256_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_lr_0.0003_batch_256_history.csv,True,Final Attempt,34,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_lr_0.0003_batch_512_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_lr_0.0003_batch_512_history.csv,True,Final Attempt,64,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_lr_0.001_batch_128_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_lr_0.001_batch_128_history.csv,True,Final Attempt,29,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_lr_0.001_batch_256_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_lr_0.001_batch_256_history.csv,True,Final Attempt,29,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_lr_0.001_batch_512_curve.png,True,Final Attempt,,,Dataset/model result,True,False,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
outputs/final_attempt/deep_tabular/deep_tabular_training_curves/taiwan_mlp_128m64_lr_0.001_batch_512_history.csv,True,Final Attempt,28,6,Dataset/model result,True,True,False,False,False,False,True,Final Attempt audit BLOCKED; appendix/robustness only.,Generated from current filesystem inventory.
